Thủ tục đăng ký khai sinh, 1.001193, https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bfd-3fe0-70ac-b9d6-5e9e20d6eef7 
Cấp thẻ BHYT, 1.014137, https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019d2bff-3d08-7599-80c7-c185678b6753
Đăng ký thường trú, 1.004222, https://dichvucong.bocongan.gov.vn/bocongan/bothutuc/tthc?matt=26360
Cấp thẻ căn cước, 1.116410, https://dichvucong.gov.vn/thu-tuc-hanh-chinh/01a022c0-03f3-74cd-b280-7fd6ad6d2f80
Liên thông điện tử: đăng ký khai sinh; đăng ký thường trú; cấp thẻ bảo hiểm y tế; cấp thẻ căn cước cho trẻ em dưới 6 tuổi, 3.000722, https://dichvucong.gov.vn/thu-tuc-hanh-chinh-lien-thong/019ff40e-c013-704a-be47-cee8794be2e2 
